vehicle_id,latitude,longitude,timestamp
V001,16.53912,80.64168,2026-01-28 10:07
V001,16.51809,80.63824,2026-01-28 10:17
V001,16.51296,80.64516,2026-01-28 10:27
V001,16.51779,80.6224,2026-01-28 10:37
V001,16.52786,80.64184,2026-01-28 10:47
V001,16.54724,80.6153,2026-01-28 10:57
V001,16.5237,80.61793,2026-01-28 11:07
V001,16.52734,80.62351,2026-01-28 11:17
V001,16.52199,80.61785,2026-01-28 11:27
V001,16.52406,80.64194,2026-01-28 11:37
V001,16.53916,80.61887,2026-01-28 11:47
V001,16.51844,80.61722,2026-01-28 11:57
V001,16.51511,80.63702,2026-01-28 12:07
V001,16.51946,80.63567,2026-01-28 12:17
V002,16.51488,80.62164,2026-01-28 07:27
V002,16.54547,80.62644,2026-01-28 07:37
V002,16.51519,80.64419,2026-01-28 07:47
V002,16.52756,80.63266,2026-01-28 07:57
V002,16.52867,80.63802,2026-01-28 08:07
V002,16.54912,80.62602,2026-01-28 08:17
V002,16.51941,80.6433,2026-01-28 08:27
V002,16.53286,80.64732,2026-01-28 08:37
V002,16.53577,80.63526,2026-01-28 08:47
V002,16.54409,80.62975,2026-01-28 08:57
V002,16.51319,80.61028,2026-01-28 09:07
V002,16.53361,80.64234,2026-01-28 09:17
V002,16.51598,80.63675,2026-01-28 09:27
V002,16.5144,80.62869,2026-01-28 09:37
V002,16.51725,80.64951,2026-01-28 09:47
V002,16.52591,80.6454,2026-01-28 09:57
V002,16.53586,80.63772,2026-01-28 10:07
V002,16.51273,80.64017,2026-01-28 10:17
V002,16.51544,80.64413,2026-01-28 10:27
V002,16.54654,80.63214,2026-01-28 10:37
V002,16.54796,80.63716,2026-01-28 10:47
V002,16.514,80.62496,2026-01-28 10:57
V002,16.52723,80.62954,2026-01-28 11:07
V002,16.54667,80.63608,2026-01-28 11:17
V002,16.52508,80.62634,2026-01-28 11:27
V002,16.52461,80.64475,2026-01-28 11:37
V002,16.51658,80.62066,2026-01-28 11:47
V002,16.53507,80.63171,2026-01-28 11:57
V002,16.511,80.64024,2026-01-28 12:07
V002,16.52785,80.64133,2026-01-28 12:17
V003,16.52182,80.62308,2026-01-28 07:27
V003,16.53562,80.64089,2026-01-28 07:37
V003,16.54413,80.63284,2026-01-28 07:47
V003,16.5319,80.62414,2026-01-28 07:57
V003,16.51106,80.62864,2026-01-28 08:07
V003,16.54073,80.62882,2026-01-28 08:17
V003,16.5154,80.61795,2026-01-28 08:27
V003,16.54684,80.63907,2026-01-28 08:37
V003,16.54134,80.63217,2026-01-28 08:47
V003,16.54002,80.64733,2026-01-28 08:57
V003,16.5182,80.63249,2026-01-28 09:07
V003,16.51094,80.62767,2026-01-28 09:17
V003,16.52508,80.63393,2026-01-28 09:27
V003,16.51178,80.62157,2026-01-28 09:37
V003,16.53266,80.62138,2026-01-28 09:47
V003,16.51316,80.62374,2026-01-28 09:57
V003,16.52327,80.62338,2026-01-28 10:07
V003,16.52521,80.61121,2026-01-28 10:17
V003,16.52907,80.62425,2026-01-28 10:27
V003,16.53399,80.64089,2026-01-28 10:37
V003,16.51504,80.64346,2026-01-28 10:47
V003,16.51907,80.6109,2026-01-28 10:57
V003,16.51428,80.62675,2026-01-28 11:07
V003,16.54775,80.62163,2026-01-28 11:17
V003,16.54384,80.64496,2026-01-28 11:27
V003,16.53643,80.6217,2026-01-28 11:37
V003,16.5306,80.62652,2026-01-28 11:47
V003,16.53106,80.62237,2026-01-28 11:57
V003,16.51241,80.64636,2026-01-28 12:07
V003,16.51251,80.6269,2026-01-28 12:17
V004,17.22276,80.9087,2026-01-28 07:27
V004,16.94918,81.31974,2026-01-28 07:37
V004,16.89187,80.97476,2026-01-28 07:47
V004,17.23924,81.09483,2026-01-28 07:57
V004,16.92682,81.26928,2026-01-28 08:07
V004,17.1527,81.10034,2026-01-28 08:17
V004,16.80471,81.28218,2026-01-28 08:27
V004,17.20525,80.94448,2026-01-28 08:37
V004,17.24703,81.32749,2026-01-28 08:47
V004,17.02345,81.0116,2026-01-28 08:57
V004,17.05046,81.34537,2026-01-28 09:07
V004,17.104,81.19982,2026-01-28 09:17
V004,17.15523,80.95035,2026-01-28 09:27
V004,17.01051,81.08355,2026-01-28 09:37
V004,17.05038,80.96721,2026-01-28 09:47
V004,16.88008,81.37025,2026-01-28 09:57
V004,16.87114,81.09811,2026-01-28 10:07
V004,17.00061,80.94734,2026-01-28 10:17
V004,17.02403,81.23837,2026-01-28 10:27
V004,16.84477,81.30696,2026-01-28 10:37
V004,16.87314,81.02337,2026-01-28 10:47
V004,17.00786,80.94093,2026-01-28 10:57
V004,17.02181,81.31497,2026-01-28 11:07
V004,17.28681,81.00707,2026-01-28 11:17
V004,17.15454,80.98549,2026-01-28 11:27
V004,17.02728,81.22237,2026-01-28 11:37
V004,17.22349,81.31408,2026-01-28 11:47
V004,17.05828,81.24598,2026-01-28 11:57
V004,16.95424,81.14409,2026-01-28 12:07
V004,17.03957,81.3093,2026-01-28 12:17
V005,16.54245,80.64681,2026-01-28 07:27
V005,16.54492,80.61185,2026-01-28 07:37
V005,16.54441,80.62376,2026-01-28 07:47
V005,16.54201,80.61204,2026-01-28 07:57
V005,16.52563,80.63794,2026-01-28 08:07
V005,16.51838,80.62982,2026-01-28 08:17
V005,16.52824,80.61472,2026-01-28 08:27
V005,16.52717,80.61703,2026-01-28 08:37
V005,16.52662,80.62484,2026-01-28 08:47
V005,16.5353,80.64622,2026-01-28 08:57
V005,16.52706,80.61271,2026-01-28 09:07
V005,16.5245,80.63404,2026-01-28 09:17
V005,16.5339,80.6326,2026-01-28 09:27
V005,16.54362,80.64471,2026-01-28 09:37
V005,16.5217,80.64458,2026-01-28 09:47
V005,16.5176,80.61218,2026-01-28 09:57
V005,16.51396,80.62146,2026-01-28 10:07
V005,16.51174,80.63275,2026-01-28 10:17
V005,16.52377,80.63577,2026-01-28 10:27
V005,16.51087,80.64974,2026-01-28 10:37
V005,16.5409,80.61724,2026-01-28 10:47
V005,16.52672,80.63142,2026-01-28 10:57
V005,16.54498,80.64588,2026-01-28 11:07
V005,16.51416,80.62059,2026-01-28 11:17
V005,16.51315,80.63949,2026-01-28 11:27
V005,16.51713,80.6487,2026-01-28 11:37
V005,16.54488,80.62834,2026-01-28 11:47
V005,16.51678,80.62728,2026-01-28 11:57
V005,16.53309,80.63598,2026-01-28 12:07
V005,16.53321,80.61745,2026-01-28 12:17
V006,16.54713,80.63598,2026-01-28 07:27
V006,16.54495,80.63778,2026-01-28 07:37
V006,16.52259,80.6449,2026-01-28 07:47
V006,16.54255,80.61549,2026-01-28 07:57
V006,16.53265,80.61391,2026-01-28 08:07
V006,16.52232,80.61586,2026-01-28 08:17
V006,16.53366,80.61446,2026-01-28 08:27
V006,16.51572,80.64701,2026-01-28 08:37
V006,16.52113,80.63817,2026-01-28 08:47
V006,16.52334,80.61693,2026-01-28 08:57
V006,16.53079,80.61079,2026-01-28 09:07
V006,16.52034,80.63253,2026-01-28 09:17
V006,16.51142,80.61157,2026-01-28 09:27
V006,16.5196,80.63178,2026-01-28 09:37
V006,16.53865,80.64839,2026-01-28 09:47
V006,16.53831,80.62209,2026-01-28 09:57
V006,16.5461,80.64764,2026-01-28 10:07
V006,16.53701,80.6334,2026-01-28 10:17
V006,16.54332,80.63801,2026-01-28 10:27
V006,16.53281,80.64037,2026-01-28 10:37
V006,16.51368,80.63231,2026-01-28 10:47
V006,16.53612,80.62453,2026-01-28 10:57
V006,16.51055,80.63087,2026-01-28 11:07
V006,16.5186,80.63381,2026-01-28 11:17
V006,16.53713,80.62485,2026-01-28 11:27
V006,16.54419,80.61691,2026-01-28 11:37
V006,16.5212,80.62211,2026-01-28 11:47
V006,16.51757,80.64142,2026-01-28 11:57
V006,16.54807,80.64646,2026-01-28 12:07
V006,16.5224,80.62229,2026-01-28 12:17
V007,16.54766,80.638,2026-01-28 07:27
V007,16.51914,80.64834,2026-01-28 07:37
V007,16.52123,80.62116,2026-01-28 07:47
V007,16.52354,80.6493,2026-01-28 07:57
V007,16.52027,80.61697,2026-01-28 08:07
V007,16.54362,80.63184,2026-01-28 08:17
V007,16.52484,80.61395,2026-01-28 08:27
V007,16.52321,80.61439,2026-01-28 08:37
V007,16.53398,80.61952,2026-01-28 08:47
V007,16.52771,80.61412,2026-01-28 08:57
V007,16.51894,80.63053,2026-01-28 09:07
V007,16.51677,80.62188,2026-01-28 09:17
V007,16.5189,80.63723,2026-01-28 09:27
V007,16.53244,80.64898,2026-01-28 09:37
V007,16.54198,80.64814,2026-01-28 09:47
V007,16.54176,80.63681,2026-01-28 09:57
V007,16.53841,80.64818,2026-01-28 10:07
V007,16.53782,80.61807,2026-01-28 10:17
V007,16.53716,80.62839,2026-01-28 10:27
V007,16.53809,80.62182,2026-01-28 10:37
V007,16.51244,80.63305,2026-01-28 10:47
V007,16.52332,80.63537,2026-01-28 10:57
V007,16.52675,80.64838,2026-01-28 11:07
V007,16.52406,80.63783,2026-01-28 11:17
V007,16.51734,80.62485,2026-01-28 11:27
V007,16.52465,80.61902,2026-01-28 11:37
V007,16.52128,80.61588,2026-01-28 11:47
V007,16.54616,80.63078,2026-01-28 11:57
V007,16.51618,80.64477,2026-01-28 12:07
V007,16.53901,80.61298,2026-01-28 12:17
V008,16.51331,80.61856,2026-01-28 07:27
V008,16.53832,80.61079,2026-01-28 07:37
V008,16.52813,80.61268,2026-01-28 07:47
V008,16.52423,80.6163,2026-01-28 07:57
V008,16.54568,80.61617,2026-01-28 08:07
V008,16.52961,80.62164,2026-01-28 08:17
V008,16.53715,80.62988,2026-01-28 08:27
V008,16.53239,80.64857,2026-01-28 08:37
V008,16.54891,80.64723,2026-01-28 08:47
V008,16.53393,80.63161,2026-01-28 08:57
V008,16.5309,80.63607,2026-01-28 09:07
V008,16.54479,80.62519,2026-01-28 09:17
V008,16.5405,80.63161,2026-01-28 09:27
V008,16.52146,80.61995,2026-01-28 09:37
V008,16.52039,80.64726,2026-01-28 09:47
V008,16.52381,80.64095,2026-01-28 09:57
V008,16.52607,80.64892,2026-01-28 10:07
V008,16.54883,80.61788,2026-01-28 10:17
V008,16.53939,80.6402,2026-01-28 10:27
V008,16.52752,80.61105,2026-01-28 10:37
V008,16.52214,80.64289,2026-01-28 10:47
V008,16.54074,80.64542,2026-01-28 10:57
V008,16.51054,80.64502,2026-01-28 11:07
V008,16.51933,80.64396,2026-01-28 11:17
V008,16.51693,80.62802,2026-01-28 11:27
V008,16.52211,80.63088,2026-01-28 11:37
V008,16.51725,80.6432,2026-01-28 11:47
V008,16.53807,80.64747,2026-01-28 11:57
V008,16.53597,80.61497,2026-01-28 12:07
V008,16.51831,80.61048,2026-01-28 12:17
V009,17.10978,81.17329,2026-01-28 07:27
V009,17.17435,81.32377,2026-01-28 07:37
V009,17.16587,81.17272,2026-01-28 07:47
V009,17.04264,80.92678,2026-01-28 07:57
V009,17.24951,81.09603,2026-01-28 08:07
V009,16.9965,81.02393,2026-01-28 08:17
V009,16.95017,80.93606,2026-01-28 08:27
V009,16.90672,81.33453,2026-01-28 08:37
V009,17.08529,80.95155,2026-01-28 08:47
V009,17.24782,81.12723,2026-01-28 08:57
V009,17.28989,81.25185,2026-01-28 09:07
V009,17.0567,81.04122,2026-01-28 09:17
V009,17.06239,81.12574,2026-01-28 09:27
V009,16.90705,81.39402,2026-01-28 09:37
V009,16.88217,81.25487,2026-01-28 09:47
V009,17.13153,81.3865,2026-01-28 09:57
V009,17.17925,81.39042,2026-01-28 10:07
V009,16.93623,81.39875,2026-01-28 10:17
V009,16.86842,81.22321,2026-01-28 10:27
V009,16.91672,81.27556,2026-01-28 10:37
V009,17.12321,81.15238,2026-01-28 10:47
V009,17.29637,81.05355,2026-01-28 10:57
V009,17.02731,81.33251,2026-01-28 11:07
V009,16.97828,81.34905,2026-01-28 11:17
V009,17.16094,81.38834,2026-01-28 11:27
V009,16.85524,80.92388,2026-01-28 11:37
V009,16.91444,81.09803,2026-01-28 11:47
V009,17.02458,81.2357,2026-01-28 11:57
V009,16.90305,81.20446,2026-01-28 12:07
V009,17.28471,81.33655,2026-01-28 12:17
V010,16.51494,80.62792,2026-01-28 07:27
V010,16.54558,80.63524,2026-01-28 07:37
V010,16.52684,80.6367,2026-01-28 07:47
V010,16.52643,80.6133,2026-01-28 07:57
V010,16.51753,80.64812,2026-01-28 08:07
V010,16.54324,80.64998,2026-01-28 08:17
V010,16.53204,80.62378,2026-01-28 08:27
V010,16.52812,80.64544,2026-01-28 08:37
V010,16.54075,80.63636,2026-01-28 08:47
V010,16.51278,80.6352,2026-01-28 08:57
V010,16.52934,80.63443,2026-01-28 09:07
V010,16.52885,80.64642,2026-01-28 09:17
V010,16.51436,80.62256,2026-01-28 09:27
V010,16.538,80.63686,2026-01-28 09:37
V010,16.52937,80.62696,2026-01-28 09:47
V010,16.53527,80.63078,2026-01-28 09:57
V010,16.53301,80.62542,2026-01-28 10:07
V010,16.5189,80.64648,2026-01-28 10:17
V010,16.54623,80.62563,2026-01-28 10:27
V010,16.51653,80.63875,2026-01-28 10:37
V010,16.51192,80.62943,2026-01-28 10:47
V010,16.51823,80.6139,2026-01-28 10:57
V010,16.51756,80.62897,2026-01-28 11:07
V010,16.51237,80.63447,2026-01-28 11:17
V010,16.52108,80.63405,2026-01-28 11:27
V010,16.51019,80.6161,2026-01-28 11:37
V010,16.51782,80.61525,2026-01-28 11:47
V010,16.52966,80.6264,2026-01-28 11:57
V010,16.52324,80.61587,2026-01-28 12:07
V010,16.53469,80.62851,2026-01-28 12:17
V011,17.17017,80.9605,2026-01-28 07:27
V011,16.91091,81.29656,2026-01-28 07:37
V011,17.08441,81.21116,2026-01-28 07:47
V011,16.89951,81.14571,2026-01-28 07:57
V011,16.84015,81.29976,2026-01-28 08:07
V011,17.01569,81.25249,2026-01-28 08:17
V011,17.16201,81.35173,2026-01-28 08:27
V011,17.03673,81.19543,2026-01-28 08:37
V011,16.86893,80.96375,2026-01-28 08:47
V011,16.94441,81.34258,2026-01-28 08:57
V011,16.93525,80.99558,2026-01-28 09:07
V011,17.01689,80.98189,2026-01-28 09:17
V011,17.14306,81.0745,2026-01-28 09:27
V011,16.80625,80.96278,2026-01-28 09:37
V011,16.95783,81.31732,2026-01-28 09:47
V011,17.25864,80.93265,2026-01-28 09:57
V011,17.24506,81.32789,2026-01-28 10:07
V011,17.26993,81.34151,2026-01-28 10:17
V011,16.82933,81.19021,2026-01-28 10:27
V011,16.98143,81.15776,2026-01-28 10:37
V011,17.23446,81.08298,2026-01-28 10:47
V011,17.28949,81.16396,2026-01-28 10:57
V011,16.91293,81.26721,2026-01-28 11:07
V011,17.28909,81.30529,2026-01-28 11:17
V011,16.97457,81.19324,2026-01-28 11:27
V011,17.02666,81.1412,2026-01-28 11:37
V011,17.09246,81.12606,2026-01-28 11:47
V011,17.237,81.17809,2026-01-28 11:57
V011,17.1556,81.18494,2026-01-28 12:07
V011,17.09642,81.34902,2026-01-28 12:17
V012,16.52107,80.64512,2026-01-28 07:27
V012,16.54899,80.63914,2026-01-28 07:37
V012,16.52666,80.63911,2026-01-28 07:47
V012,16.53714,80.62491,2026-01-28 07:57
V012,16.53584,80.64942,2026-01-28 08:07
V012,16.51615,80.62935,2026-01-28 08:17
V012,16.51977,80.63675,2026-01-28 08:27
V012,16.51919,80.64202,2026-01-28 08:37
V012,16.52892,80.62695,2026-01-28 08:47
V012,16.54853,80.64064,2026-01-28 08:57
V012,16.53057,80.61614,2026-01-28 09:07
V012,16.51145,80.62732,2026-01-28 09:17
V012,16.53063,80.61848,2026-01-28 09:27
V012,16.52062,80.63395,2026-01-28 09:37
V012,16.51232,80.61739,2026-01-28 09:47
V012,16.51716,80.61428,2026-01-28 09:57
V012,16.51121,80.62839,2026-01-28 10:07
V012,16.5349,80.6432,2026-01-28 10:17
V012,16.54878,80.6493,2026-01-28 10:27
V012,16.5121,80.6173,2026-01-28 10:37
V012,16.53349,80.64588,2026-01-28 10:47
V012,16.53104,80.63101,2026-01-28 10:57
V012,16.53286,80.64152,2026-01-28 11:07
V012,16.51491,80.63551,2026-01-28 11:17
V012,16.53805,80.61869,2026-01-28 11:27
V012,16.52565,80.61171,2026-01-28 11:37
V012,16.51825,80.62365,2026-01-28 11:47
V012,16.54929,80.62545,2026-01-28 11:57
V012,16.51239,80.6215,2026-01-28 12:07
V012,16.51828,80.62928,2026-01-28 12:17
V013,16.54384,80.61349,2026-01-28 07:27
V013,16.54719,80.6192,2026-01-28 07:37
V013,16.53731,80.64048,2026-01-28 07:47
V013,16.53041,80.62428,2026-01-28 07:57
V013,16.54023,80.64191,2026-01-28 08:07
V013,16.53997,80.6477,2026-01-28 08:17
V013,16.52877,80.61604,2026-01-28 08:27
V013,16.52963,80.61556,2026-01-28 08:37
V013,16.53259,80.64091,2026-01-28 08:47
V013,16.52358,80.63894,2026-01-28 08:57
V013,16.52375,80.62843,2026-01-28 09:07
V013,16.5105,80.64561,2026-01-28 09:17
V013,16.51362,80.63754,2026-01-28 09:27
V013,16.54946,80.6234,2026-01-28 09:37
V013,16.51535,80.62773,2026-01-28 09:47
V013,16.54793,80.61471,2026-01-28 09:57
V013,16.53876,80.6426,2026-01-28 10:07
V013,16.53854,80.63116,2026-01-28 10:17
V013,16.52499,80.61904,2026-01-28 10:27
V013,16.54481,80.62995,2026-01-28 10:37
V013,16.51239,80.6146,2026-01-28 10:47
V013,16.51417,80.62946,2026-01-28 10:57
V013,16.54828,80.64564,2026-01-28 11:07
V013,16.51836,80.64082,2026-01-28 11:17
V013,16.53767,80.62373,2026-01-28 11:27
V013,16.54576,80.64269,2026-01-28 11:37
V013,16.54979,80.63429,2026-01-28 11:47
V013,16.52783,80.63009,2026-01-28 11:57
V013,16.53855,80.6246,2026-01-28 12:07
V013,16.54356,80.63508,2026-01-28 12:17
V014,16.51699,80.64952,2026-01-28 07:27
V014,16.51066,80.62731,2026-01-28 07:37
V014,16.51458,80.61524,2026-01-28 07:47
V014,16.5422,80.62901,2026-01-28 07:57
V014,16.51943,80.642,2026-01-28 08:07
V014,16.52965,80.61307,2026-01-28 08:17
V014,16.54372,80.6193,2026-01-28 08:27
V014,16.52212,80.64293,2026-01-28 08:37
V014,16.51363,80.64741,2026-01-28 08:47
V014,16.54118,80.63804,2026-01-28 08:57
V014,16.52912,80.64126,2026-01-28 09:07
V014,16.51388,80.62077,2026-01-28 09:17
V014,16.52759,80.64933,2026-01-28 09:27
V014,16.51657,80.64363,2026-01-28 09:37
V014,16.52871,80.61245,2026-01-28 09:47
V014,16.54988,80.64086,2026-01-28 09:57
V014,16.51181,80.64498,2026-01-28 10:07
V014,16.54037,80.61585,2026-01-28 10:17
V014,16.51621,80.62184,2026-01-28 10:27
V014,16.5365,80.61798,2026-01-28 10:37
V014,16.54631,80.62112,2026-01-28 10:47
V014,16.54774,80.62743,2026-01-28 10:57
V014,16.54573,80.62082,2026-01-28 11:07
V014,16.5301,80.62221,2026-01-28 11:17
V014,16.53395,80.64902,2026-01-28 11:27
V014,16.53456,80.64919,2026-01-28 11:37
V014,16.53679,80.61127,2026-01-28 11:47
V014,16.53551,80.64245,2026-01-28 11:57
V014,16.52811,80.62227,2026-01-28 12:07
V014,16.51116,80.61676,2026-01-28 12:17
V015,16.54748,80.64338,2026-01-28 07:27
V015,16.54681,80.62342,2026-01-28 07:37
V015,16.54949,80.61198,2026-01-28 07:47
V015,16.51586,80.63858,2026-01-28 07:57
V015,16.54953,80.64392,2026-01-28 08:07
V015,16.5195,80.63636,2026-01-28 08:17
V015,16.54678,80.62922,2026-01-28 08:27
V015,16.5213,80.627,2026-01-28 08:37
V015,16.53251,80.61837,2026-01-28 08:47
V015,16.53716,80.61005,2026-01-28 08:57
V015,16.53843,80.61327,2026-01-28 09:07
V015,16.54892,80.62718,2026-01-28 09:17
V015,16.53624,80.64436,2026-01-28 09:27
V015,16.52059,80.61095,2026-01-28 09:37
V015,16.52222,80.63988,2026-01-28 09:47
V015,16.51281,80.64164,2026-01-28 09:57
V015,16.5494,80.61639,2026-01-28 10:07
V015,16.51937,80.63513,2026-01-28 10:17
V015,16.5396,80.61792,2026-01-28 10:27
V015,16.53414,80.63881,2026-01-28 10:37
V015,16.51801,80.63121,2026-01-28 10:47
V015,16.51644,80.63012,2026-01-28 10:57
V015,16.54832,80.61867,2026-01-28 11:07
V015,16.52814,80.61809,2026-01-28 11:17
V015,16.51851,80.61307,2026-01-28 11:27
V015,16.53855,80.64796,2026-01-28 11:37
V015,16.52316,80.62847,2026-01-28 11:47
V015,16.53955,80.63918,2026-01-28 11:57
V015,16.51298,80.63916,2026-01-28 12:07
V015,16.5388,80.62834,2026-01-28 12:17
V016,16.54334,80.63882,2026-01-28 07:27
V016,16.51341,80.63819,2026-01-28 07:37
V016,16.51269,80.62829,2026-01-28 07:47
V016,16.53491,80.64451,2026-01-28 07:57
V016,16.53543,80.61803,2026-01-28 08:07
V016,16.54064,80.61967,2026-01-28 08:17
V016,16.54165,80.63567,2026-01-28 08:27
V016,16.52893,80.64965,2026-01-28 08:37
V016,16.51134,80.61575,2026-01-28 08:47
V016,16.52187,80.64323,2026-01-28 08:57
V016,16.51565,80.61378,2026-01-28 09:07
V016,16.54482,80.62952,2026-01-28 09:17
V016,16.51806,80.62265,2026-01-28 09:27
V016,16.52519,80.61291,2026-01-28 09:37
V016,16.51314,80.63146,2026-01-28 09:47
V016,16.52773,80.6409,2026-01-28 09:57
V016,16.5179,80.63918,2026-01-28 10:07
V016,16.52442,80.64102,2026-01-28 10:17
V016,16.51702,80.61445,2026-01-28 10:27
V016,16.53896,80.6149,2026-01-28 10:37
V016,16.52065,80.63961,2026-01-28 10:47
V016,16.53622,80.63564,2026-01-28 10:57
V016,16.51724,80.61371,2026-01-28 11:07
V016,16.53278,80.63032,2026-01-28 11:17
V016,16.54114,80.63524,2026-01-28 11:27
V016,16.54231,80.64951,2026-01-28 11:37
V016,16.5282,80.62366,2026-01-28 11:47
V016,16.52801,80.63013,2026-01-28 11:57
V016,16.52069,80.61636,2026-01-28 12:07
V016,16.52159,80.63311,2026-01-28 12:17
V017,16.52773,80.63248,2026-01-28 07:27
V017,16.54047,80.63198,2026-01-28 07:37
V017,16.54425,80.63873,2026-01-28 07:47
V017,16.52398,80.63254,2026-01-28 07:57
V017,16.51188,80.61193,2026-01-28 08:07
V017,16.54703,80.63172,2026-01-28 08:17
V017,16.53771,80.62143,2026-01-28 08:27
V017,16.52703,80.63575,2026-01-28 08:37
V017,16.53851,80.63838,2026-01-28 08:47
V017,16.51606,80.61107,2026-01-28 08:57
V017,16.54491,80.6467,2026-01-28 09:07
V017,16.52873,80.62389,2026-01-28 09:17
V017,16.54283,80.61804,2026-01-28 09:27
V017,16.54152,80.62324,2026-01-28 09:37
V017,16.52476,80.612,2026-01-28 09:47
V017,16.52123,80.62022,2026-01-28 09:57
V017,16.54083,80.62677,2026-01-28 10:07
V017,16.54114,80.62502,2026-01-28 10:17
V017,16.52257,80.61788,2026-01-28 10:27
V017,16.51038,80.62996,2026-01-28 10:37
V017,16.52826,80.64396,2026-01-28 10:47
V017,16.51989,80.61528,2026-01-28 10:57
V017,16.53426,80.61828,2026-01-28 11:07
V017,16.51921,80.61126,2026-01-28 11:17
V017,16.54235,80.64769,2026-01-28 11:27
V017,16.51403,80.64018,2026-01-28 11:37
V017,16.52606,80.64658,2026-01-28 11:47
V017,16.53629,80.6444,2026-01-28 11:57
V017,16.53899,80.64778,2026-01-28 12:07
V017,16.5349,80.64707,2026-01-28 12:17
V018,16.51228,80.61246,2026-01-28 07:27
V018,16.53336,80.61559,2026-01-28 07:37
V018,16.54023,80.64601,2026-01-28 07:47
V018,16.51133,80.61054,2026-01-28 07:57
V018,16.54134,80.61528,2026-01-28 08:07
V018,16.51832,80.63867,2026-01-28 08:17
V018,16.53306,80.61183,2026-01-28 08:27
V018,16.53917,80.63747,2026-01-28 08:37
V018,16.53639,80.6356,2026-01-28 08:47
V018,16.52546,80.64659,2026-01-28 08:57
V018,16.51648,80.62628,2026-01-28 09:07
V018,16.53199,80.6271,2026-01-28 09:17
V018,16.53171,80.64583,2026-01-28 09:27
V018,16.54369,80.61728,2026-01-28 09:37
V018,16.52476,80.61001,2026-01-28 09:47
V018,16.52225,80.64206,2026-01-28 09:57
V018,16.53752,80.61632,2026-01-28 10:07
V018,16.54473,80.63591,2026-01-28 10:17
V018,16.54287,80.64431,2026-01-28 10:27
V018,16.52974,80.64362,2026-01-28 10:37
V018,16.52559,80.6477,2026-01-28 10:47
V018,16.52424,80.62434,2026-01-28 10:57
V018,16.53483,80.63561,2026-01-28 11:07
V018,16.51495,80.6437,2026-01-28 11:17
V018,16.52002,80.64502,2026-01-28 11:27
V018,16.52349,80.6405,2026-01-28 11:37
V018,16.53976,80.6109,2026-01-28 11:47
V018,16.51008,80.63385,2026-01-28 11:57
V018,16.52732,80.64766,2026-01-28 12:07
V018,16.52523,80.63327,2026-01-28 12:17
V019,16.51045,80.64727,2026-01-28 07:27
V019,16.51082,80.62985,2026-01-28 07:37
V019,16.52046,80.61204,2026-01-28 07:47
V019,16.52496,80.62252,2026-01-28 07:57
V019,16.54797,80.61955,2026-01-28 08:07
V019,16.5389,80.62319,2026-01-28 08:17
V019,16.52559,80.64955,2026-01-28 08:27
V019,16.52383,80.61272,2026-01-28 08:37
V019,16.54335,80.6295,2026-01-28 08:47
V019,16.52009,80.6272,2026-01-28 08:57
V019,16.5191,80.62124,2026-01-28 09:07
V019,16.54208,80.63831,2026-01-28 09:17
